ParticipantID,BirthDate,Education,Institution,Ethnicity,Gender,Language,Major,Order,Condition,Passage,PassageType,PretestScore,PretestScoreRatio,PreviewTime,Session,Recall,RecallScoreRatio,RecallreText,RecognitionScore,RecognitionScoreRatio,Duration,Readability,Learnability,Feedback1,Feedback2
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,0,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,6,0.6,248,After 1 Week,26,0.18571428571428572,"The owl is known to have three times the elevation as a human but the same azimuth as a human, and this is due to the fact that it needs to navigate a vertical and horizontal plane in order to hunt effectively. The most visually striking feature of the owl is its face and the feather structure on it as it assists it with its flight and sound detection. Its ears, which are are tall than wide, have lighter feathers coating them to maximize sound entry to detect frequencies of their mobile prey. This feature is what makes them deadly hunters and they exploit this feature even in an experimental dark room. The bar owls ears also tilt according to the sound and its detection to allow for an effective hunting attempting as it hunts from above ",8,0.8,14.8354,Hybrid Map,Hybrid Map,The passage was easier to navigate and had a better flow,Its flow helped me recall the information by the relevancy of the subtopic rather than bombard me with information like in the first passage
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,6,0.6666666666666666,121,Immediately,12,0.21428571428571427,"The talking hairdos that the author mentions are used to emphasize the point that television is more geared towards entertainment rather than journalism and world-news. He mentions that the appearance of the news anchors matter more today than before because the cables are trying to appeal to Ana audience rather than educate them and this was evident through three main arguments. The now... this shows that news anchor present information in a manner that is irrelevant to the main story and give a subconscious heads up to the viewer about the ""boring content"" of what is going to appear on their television. The second argument is about the airtime and duration of the news blocks as they are designed for acccessblity by allowing the viewer to choose what they watch and during shorted increments that tak away from the depth of the news. The third argument is that the news anchors as supposed to appear pretty and young to attract viewers rather than attract people to learn new world events and their jobs depend o",9,1,39.63023333333333,Hybrid Map,Hybrid Map,"Passage 2 had a more sensible flow as it allowed the reader to read the conclusion and understand it by only going through a paragraph or two instead if the entirety of the passage. The second passage's usage of arrows or pointers dictated the flow of events and the thought process of the author more accurately. With the first paragraph, there were pieces of information that only added on to the general knowledge of the topic rather than the author's stance, and in contrast, the second passage illustrated which were the standalones and which were the paragraphs that added to the thesis ","Passage 2 allows one to distinguish the proper flow of information and accomplished that through a mind-map visualization that I, personally, prefer for memory recall. The choice of headers and their division through the space facilitated the process of organizing my thoughts about the topic, and permitted me to categorize the information into two categories : thesis-related and general information. "
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,6,0.6666666666666666,121,After 3 Days,10,0.17857142857142858,The author refers to television anchors as hairdos because he wants to emphasize that people care more about the news anchor than they do about actual news. He claims that the face and appearance of a news anchor is what attracts television viewers to news networks. Television news networks now try to pose news as a form of entertainment rather than journalism and informative. The Now... this chows that what it is about to appear on the screen is completely irrelevant to the discourse before it thus making news pieces into blocks of information that allows the viewer to choose what to watch rather than a steady flow of a bigger story filled with important information. The ads and the the structure of the program allows people to walk away from the tv and decide to have it in as a background rather than invest in the educational and informative news,9,1,12.8578,Hybrid Map,Hybrid Map,Because it was easier to navigate and presented a more natural flow ,The information and language used helped with the overall comprehension of the passage 
3,2001-05-19,Current undergraduate student,University of Michigan,White / Caucasian,Female,English,Political Science and Government,1,Hybrid Map,How to Watch Television,ACT Social Sciences,6,0.6666666666666666,121,After 1 Week,10,0.17857142857142858,"The author describes them to be talking hairdos to criticize anchors who attempt to turn news into entertainment and provide nothing educational to their viewers. He uses the example of a famous female anchor to demonstrate that viewers relate the credibility of the news based on the physical appearance of the anchor, as the target prettier and younger women. Television news has also become less informative by adding in advertisements and making the segments shorter to fit the viewer's schedule, where the viewer can turn on the news as a form of background noise as they accomplish their chores or for them to pick and choose which news to hear. The latter point is shown through the Now... this analogy that the author mentions as a cue for useless information that is irrelevant to the piece before it. The shortening of the news segments also takes away from its journalistic purpose and turns what is supposed to be something that is primary and educational to something that is secondary and monetizes off of the lack of knowledge of its viewers. ",9,1,14.8354,Hybrid Map,Hybrid Map,The passage was easier to navigate and had a better flow,Its flow helped me recall the information by the relevancy of the subtopic rather than bombard me with information like in the first passage
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,3,0.3,103,Immediately,14,0.1,The barn owl is very good at catching the prey and is sensitive to very subtle changes in sound around him. Its because of his anatomy from the structure of his face to the fluff to how his neural structures in the brain work and also the position of his ears. His feet also make him a good hunter because of the shape of his feet which kind of wrap the prey with force,9,0.9,36.17391666666666,Linear Text,Both,It was in streamlined one direction top to bottom,"If you are learning about some topic or story, the second format will be more beneficial. But if its a a structure you are learning about like an building architecture or a map. The second one will be more beneficial"
4,1992-02-02,"Doctoral degree (MD, Ph.D., ...)",,Asian - White / Caucasian,Male,English,Computer Science,1,Linear Text,How to Watch Television,ACT Social Sciences,5,0.5555555555555556,114,Immediately,4,0.07142857142857142,The format of television has arrived at an unpleasant maturity in which the span of time required for absorbing a thought is not given to people rather the anchors are constantly talking and getting over what has been previously said.,8,0.8888888888888888,36.17391666666666,Linear Text,Both,It was in streamlined one direction top to bottom,"If you are learning about some topic or story, the second format will be more beneficial. But if its a a structure you are learning about like an building architecture or a map. The second one will be more beneficial"
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,1,0.1111111111111111,107,Immediately,2,0.03571428571428571,TV might not be a suitable medium to deliver the news.,8,0.8888888888888888,33.96835,Hybrid Map,Linear Text,Because of the topic,
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,1,0.1111111111111111,107,After 3 Days,2,0.03571428571428571,TV is not a suitable way to deliver reliable news.,7,0.7777777777777778,7.540966666666667,Hybrid Map,Linear Text,"
",
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,0,Hybrid Map,How to Watch Television,ACT Social Sciences,1,0.1111111111111111,107,After 1 Week,2,0.03571428571428571,People often get distracted by appearance displayed on TV.,7,0.7777777777777778,7.657933333333333,Hybrid Map,Linear Text,,
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,2,0.2,85,Immediately,0,0,Nth.,4,0.4,33.96835,Hybrid Map,Linear Text,Because of the topic,
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,2,0.2,85,After 3 Days,1,0.007142857142857143,Characteristics of owl,3,0.3,7.540966666666667,Hybrid Map,Linear Text,"
",
5,1995-01-22,"Master's degree (MS, MA, ME, MBA, MPH, ...)",University of Michigan,Asian,Female,Korean,Information Sciences,1,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,2,0.2,85,After 1 Week,0,0,N/A ,4,0.4,7.657933333333333,Hybrid Map,Linear Text,,
6,1999-06-14,"Master's degree (MS, MA, ME, MBA, MPH, ...)",,Hispanic or Latino,Male,English,Cognitive Science and Biopsychology,0,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,5,0.5,68,Immediately,14,0.1,Barn Owls have long talons that when used to hunt prey they can readjust their talons last second to make up up for any slight change of the movement of the prey. They are also efficient with vertical hearing and are at the level of human ability to hear in a horizontal matter. The barn owl also wider throughs compared to length. Barn owls are also efficient hunters in the night with their ability to hear and hunt efficiently. ,8,0.8,34.52225,Hybrid Map,Hybrid Map,The second passage felt bloated and a lot of the information it was trying to convey could've been done a lot quicker. ,"Passage 1 had more clear topics for me, it could also be that I find reading more about passages on animal anatomy more enticing compared to a passage about television. I also found the first passage easier to skim through compared to the second passage."
6,1999-06-14,"Master's degree (MS, MA, ME, MBA, MPH, ...)",,Hispanic or Latino,Male,English,Cognitive Science and Biopsychology,1,Linear Text,How to Watch Television,ACT Social Sciences,3,0.3333333333333333,78,Immediately,6,0.10714285714285714,"Now this was a passage focused on the reasoning of its term, mostly used to move to the next topic that really didn't have much relevance to the prior. The next topic was focused on bringing the short timing of television in order to keep the people watching interested before they wander off. This would tie in to news and why many news articles in television had to be short, which would leave off major emotional and informational ties to the news as it was more of a quick summary. The next tie in would be news anchors having to be pretty or attractive in order for people to trust them with the news. The halo effect was in full display. The article brings up an example from news anchor that was fired because people didn't like her as much from her appearance. ",8,0.8888888888888888,34.52225,Hybrid Map,Hybrid Map,The second passage felt bloated and a lot of the information it was trying to convey could've been done a lot quicker. ,"Passage 1 had more clear topics for me, it could also be that I find reading more about passages on animal anatomy more enticing compared to a passage about television. I also found the first passage easier to skim through compared to the second passage."
7,2000-01-07,"Bachelor's degree (BS, BA, BE, ...",,White / Caucasian - Asian,Female,English,Psychology,0,Hybrid Map,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,ACT Social Sciences,4,0.5,150,Immediately,13,0.325,"- Dr. Wang is a conservationist that helped build more interactive and livelier habitats for the National Zoo in Washington, DC. 
- Critics stated that Dr. Wang was too focused on aiding Zoos rather than actual conservation efforts
- Dr. Wang argued that both are important especially as pandas are popular to the public and building Zoos in a way that informs people about their endangered habitats is beneficial to conservation efforts. 
- There was also a section about how they were able to build wildlife corridors (characterized as river-like) which helped increase the population of pandas in the wild. ",7,0.875,41.78345,Linear Text,Both,Passage 2 seemed easier to navigate to me as it was more familiar. Those types of knowledge representation formats have been more commonly used in my studies and day-to-day life. ,"Passage 2 seemed more familiar to me and that is why I likely had an easier time following it, but I did think that visually looking at how the topics branch off into sub-topics was helpful and interesting. "
7,2000-01-07,"Bachelor's degree (BS, BA, BE, ...",,White / Caucasian - Asian,Female,English,Psychology,0,Hybrid Map,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,ACT Social Sciences,4,0.5,150,After 3 Days,18,0.45,"- Dr. Wang is a conservationist researcher that has helped design an exhibit for pandas in the National Zoo. 
- Critics claimed that too much money is spent in developing Zoos rather than ""actual"" conservationist research.
- Dr. Wang argues that zoos can also be a part of conservation as it gives an opportunity to the general public to see endangered animals (i.e. icon ones such as pandas) in habitats that mimic ones in the wild as well as informs them about their habitat.
- He however does not deny that their natural habitat conservation in unimportant - wildlife corridors placed in natural environments have greatly helped increase the population of pandas in the wild.
",7,0.875,20.22758333333333,Linear Text,Both,"The second passage knowledge representation format was more familiar to me and that is why I believe I had an easier time navigating and skimming through the passage. The first passage made it difficult to skim and skip through because I felt I couldn't jump from one section to another quite as easily. However, I did feel like I could easily visualize the passage in my head for passage 1 whereas when I was imagining passage 2, it felt more muddled and not as clear.","For me personally, I think because I am used to the way passage 2 was formatted, it would take less time for me to navigate the text. However, I did like the fact that I was able to visualize the passage in passage 1. I also feel like I had a slightly easier time recalling the text in passage 1 because I was able to visualize which topics were where. "
7,2000-01-07,"Bachelor's degree (BS, BA, BE, ...",,White / Caucasian - Asian,Female,English,Psychology,0,Hybrid Map,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,ACT Social Sciences,4,0.5,150,After 1 Week,17,0.425,"- Dr. Wang is a conservationist that has helped the National Zoo in Washington, DC design a new panda exhibit. 
- Critics of Dr. Wang stated that his work has focused too much on bettering zoos rather than actually bettering the lives of endangered species in their natural habitats.
- While Dr. Wang agrees that the destruction of species' natural habitats is the biggest threat to that species, he states that showing the general public these endangered animals (such as pandas) in Zoos is also very important for their conservation
- Wildlife corridors in pandas' natural habitat has helped increase their population. ",7,0.875,18.5874,Linear Text,Hybrid Map,"Since I was more familiar with the more ""traditional"" knowledge representation format (passage 2), it was easier for me to follow along and navigate. It took a longer time to read through and navigate the first passage. I think I had to do a lot more back and forth reading to grasp the whole picture of the passage. ","Especially after considering my scores and experiencing it during recall, I can tell that I retained more information on passage 1 than passage 2. It could be that since it was a newer format of reading that I may have taken more time on reading through the passage, but I also feel I could visualize all of the different subtopics in my head a lot better compared to passage 2. During this second recall session, I had to think a lot harder to remember the content of passage 2. "
7,2000-01-07,"Bachelor's degree (BS, BA, BE, ...",,White / Caucasian - Asian,Female,English,Psychology,1,Linear Text,The Jaws That Jump,ACT Natural Sciences,3,0.3333333333333333,64,Immediately,11,0.125,"- The passage was about a specific ant that had a few interesting behaviors and characteristics: one being its jaw. 
- Their jaw was very powerful and allowed them to fend off predators in two different ways - escape jumping and bounce defending (?) 
- To escape jump, they would use their mandibles to propel themselves up into the air when approached by a predator or intruder.
- To defend, they would use their mandible to propel both themselves and the intruder. 
- Scientists believed that the escape jump may have evolved into what it is by accident, unlike the bounce defending. ",9,1,41.78345,Linear Text,Both,Passage 2 seemed easier to navigate to me as it was more familiar. Those types of knowledge representation formats have been more commonly used in my studies and day-to-day life. ,"Passage 2 seemed more familiar to me and that is why I likely had an easier time following it, but I did think that visually looking at how the topics branch off into sub-topics was helpful and interesting. "
7,2000-01-07,"Bachelor's degree (BS, BA, BE, ...",,White / Caucasian - Asian,Female,English,Psychology,1,Linear Text,The Jaws That Jump,ACT Natural Sciences,3,0.3333333333333333,64,After 3 Days,15,0.17045454545454544,"- A specific species of ant has a very strong mandible that has some interesting characteristics. 
- The force and strength of their mandible allows them to hit it on the ground to perform an ""escape jump"" that helps them escape from intruders or predators.
- They are also capable of defending their nest/territory via bouncing (?) defense. In this defensive move, the ants not only propel themselves back away from the intruder or predator, they also use the strength of their jaw to propel the intruder or defender away from themselves.
- In order to not hurt themselves, the ant's jaw also has a mechanism to slow itself down before completely closing so that it does not hurt itself.
- Unlike the bouncing defense, scientists are not quite sure how the escape jump came to evolve.
",9,1,20.22758333333333,Linear Text,Both,"The second passage knowledge representation format was more familiar to me and that is why I believe I had an easier time navigating and skimming through the passage. The first passage made it difficult to skim and skip through because I felt I couldn't jump from one section to another quite as easily. However, I did feel like I could easily visualize the passage in my head for passage 1 whereas when I was imagining passage 2, it felt more muddled and not as clear.","For me personally, I think because I am used to the way passage 2 was formatted, it would take less time for me to navigate the text. However, I did like the fact that I was able to visualize the passage in passage 1. I also feel like I had a slightly easier time recalling the text in passage 1 because I was able to visualize which topics were where. "
7,2000-01-07,"Bachelor's degree (BS, BA, BE, ...",,White / Caucasian - Asian,Female,English,Psychology,1,Linear Text,The Jaws That Jump,ACT Natural Sciences,3,0.3333333333333333,64,After 1 Week,12,0.13636363636363635,"- This passage was about ants that have unique characteristics with their mandible
- They utilize their jaws by slamming them on the ground to escape from predators (escape jump) as well as to prevent predators from attacking their nest (bouncing jump). 
- The bouncing jump allows them to propel both themselves and the intruder away from the initial area of contact. 
- Researchers are unsure of how the escape jump evolved and may have evolved by accident, unlike the bouncing jump. 
",9,1,18.5874,Linear Text,Hybrid Map,"Since I was more familiar with the more ""traditional"" knowledge representation format (passage 2), it was easier for me to follow along and navigate. It took a longer time to read through and navigate the first passage. I think I had to do a lot more back and forth reading to grasp the whole picture of the passage. ","Especially after considering my scores and experiencing it during recall, I can tell that I retained more information on passage 1 than passage 2. It could be that since it was a newer format of reading that I may have taken more time on reading through the passage, but I also feel I could visualize all of the different subtopics in my head a lot better compared to passage 2. During this second recall session, I had to think a lot harder to remember the content of passage 2. "
8,2000-11-14,Current undergraduate student,University of Delaware,White / Caucasian,Female,English,Mechanical Engineering,0,Linear Text,How to Watch Television,ACT Social Sciences,2,0.2222222222222222,104,Immediately,8,0.14285714285714285,"Television currently follows a ""now... this"" model which is very harmful to the way we consume news. Generally we listen to a story for anywhere from 45 seconds to 90 seconds and completely forgo the consequences and context of the issue. We simply move on to the next problem. Also we have a very high focus on news casters being attractive and ""trustable"". There was a Kentucky newscaster who was fired because she did not fit the brand of the station. This leads to a lot of talking hairdos being the main people we listen to about news and not who is trustworthy.",9,1,34.2619,Linear Text,Hybrid Map,When I was answering questions about the second paragraph I noticed it took me a lot longer and I had to reference back a lot more. However I did find it easier to find sections and to follow my logic when looking for certain pieces of information. I thought it was easier to read the first paragraph but easier to navigate the second paragraph,I think it would be more helpful to write papers in the second style because you would have to draw connections which means you better understand the material. You would only be able to write a format like passage 2 if you really understood what was connected and how.
8,2000-11-14,Current undergraduate student,University of Delaware,White / Caucasian,Female,English,Mechanical Engineering,0,Linear Text,How to Watch Television,ACT Social Sciences,2,0.2222222222222222,104,After 3 Days,8,0.14285714285714285,"This passage discussed news media and the current issue surrounding how its presented. It starts by explaining the issues with how short each news story is. This doesn't give viewers the ability to think about the context and consequences of each story and instead immediately shuffles them to the next story with a ""now... then"". It also touches on the fact that News is given by ""talking hairdos"" which is to say we get all our news from people who look good. This attracts more viewers because they look presentable and believable but it is unfair to everyone in media. They gave a story about a news anchor in Kentucky that was fired because of how she looked.",9,1,12.566683333333334,Linear Text,Hybrid Map,It is what I am used to so I can more easily follow what is going on from beginning to end. Also there was a story aspect which made it feel easier to follow.,I think if I were writing the paper then passage 2 would be more helpful in my learning process. Drawing connections between stories is a great way to show that you really know material and are able to understand what it all means
8,2000-11-14,Current undergraduate student,University of Delaware,White / Caucasian,Female,English,Mechanical Engineering,1,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,4,0.4,63,Immediately,22,0.15714285714285714,Barn owls have a great sense of where their prey is based on their hearing. They have azimuth hearing (horizontal) and vertical hearing. Their hearing is actually 3x better then humans vertically. This is important since they hunt at night while flying and need to be able to pin point exactly where their prey is. To help aid this process they have a specially constructed facial features which improve this as much as possible. They have troughs which are more long then wide that funnel high frequency sounds into their ear canals. They also are able to detect sounds above them with one ear and sounds below them with the other ear.,9,0.9,34.2619,Linear Text,Hybrid Map,When I was answering questions about the second paragraph I noticed it took me a lot longer and I had to reference back a lot more. However I did find it easier to find sections and to follow my logic when looking for certain pieces of information. I thought it was easier to read the first paragraph but easier to navigate the second paragraph,I think it would be more helpful to write papers in the second style because you would have to draw connections which means you better understand the material. You would only be able to write a format like passage 2 if you really understood what was connected and how.
